ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
MUS,Mauritius,AFRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6,B_ADO_W,General/routine,NATIONAL,Y11,Primary school leavers
MWI,Malawi,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9,from January 2019; females
MWI,Malawi,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+Y1,from January 2019; females
MWI,Malawi,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,"pregnant women, CBAW"
MWI,Malawi,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,"pregnant women, CBAW"
MWI,Malawi,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,"pregnant women, CBAW"
MWI,Malawi,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,"pregnant women, CBAW"
MWI,Malawi,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,"pregnant women, CBAW"
MWI,Malawi,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,"pregnant women, CBAW"
MWI,Malawi,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,"pregnant women, CBAW"
MWI,Malawi,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,"pregnant women, CBAW"
MWI,Malawi,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,"pregnant women, CBAW"
MWI,Malawi,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"pregnant women, CBAW"
MYS,Malaysia,WPRO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,From November 2020 onwards
MYS,Malaysia,WPRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y13,Given to female students only as part of School Health programme
MYS,Malaysia,WPRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,"and older persons >=60 years (recommended but not as part of the national immunization programme, purchase on own from private sectors)"
NAM,Namibia,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,Y15-Y49,CBAW
NAM,Namibia,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,CBAW
NAM,Namibia,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,CBAW
NAM,Namibia,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,CBAW
NAM,Namibia,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,CBAW
NCL,New Caledonia,WPRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>=Y18,and older persons >=65 years
NER,Niger,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes de 15-49 ans
NER,Niger,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+W4,femmes enceintes de 15-49 ans
NER,Niger,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,femmes enceintes de 15-49 ans
NER,Niger,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes de 15-49 ans
NER,Niger,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes de 15-49 ans
NGA,Nigeria,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,SUBNATIONAL,Y9,9 years
NGA,Nigeria,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,pregnant women
NGA,Nigeria,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,pregnant women
NGA,Nigeria,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,pregnant women
NGA,Nigeria,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,pregnant women
NGA,Nigeria,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,pregnant women
NIC,Nicaragua,AMRO,2023,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,Grupo de 18 meses y el de 6 años
NIC,Nicaragua,AMRO,2023,DTWP,DTwP (Whole cell) vaccine,5,B_CHILD_W,General/routine,NATIONAL,Y6,Grupo de 18 meses y el de 6 años
NIC,Nicaragua,AMRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y10,"10 años sexo femenino. Durante el primer año de introducción también se vacuna con dos dosis a niñas de 11,12,13 y 14 años"
NIC,Nicaragua,AMRO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,"10 años sexo femenino. Durante el primer año de introducción también se vacuna con dos dosis a niñas de 11,12,13 y 14 años"
NIC,Nicaragua,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,Y20,Grupo de 10 y 20 años
NIC,Nicaragua,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6,B_ADO_W,General/routine,NATIONAL,Y10,Grupo de 10 y 20 años
NIC,Nicaragua,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Embarazadas - 1 dosis en el primer embarazo
NPL,Nepal,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,"Pregnant women; at first visit during first pregnancy, 1 month interval after first dose, 1 dose each in subsequent pregnancy"
NPL,Nepal,SEARO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,"Pregnant women; at first visit during first pregnancy, 1 month interval after first dose, 1 dose each in subsequent pregnancy"
NZL,New Zealand,WPRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1,ADULTS,Adults,NATIONAL,Y65,"Y45 dose if for persons who have not had 4 previous tetanus vaccines, Y65 for all adults, and for pregnancy between 28 and 38 weeks' gestation"
NZL,New Zealand,WPRO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1,ADULTS,Adults,NATIONAL,Y65,"in December 2022, NZ changed from a one-dose live varicella-zoster virus vaccine, to a two-dose adjuvanted recombinant subunit zoster vaccine"
NZL,New Zealand,WPRO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2,ADULTS,Adults,NATIONAL,Y65,"in December 2022, NZ changed from a one-dose live varicella-zoster virus vaccine, to a two-dose adjuvanted recombinant subunit zoster vaccine"
OMN,Oman,EMRO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",1,B_CHILD_W,General/routine,NATIONAL,Y6,school students at grade 1
OMN,Oman,EMRO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",3,ADULTS,Adults,NATIONAL,>Y34,post partum
PAK,Pakistan,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Pregnant women
PAK,Pakistan,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,Pregnant women
PAK,Pakistan,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,Pregnant women
PAK,Pakistan,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,Pregnant women
PAK,Pakistan,EMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,Pregnant women
PAN,Panama,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons >Y60
PAN,Panama,AMRO,2023,MR,MR (Measles and rubella) vaccine,1,ADULTS,Adults,NATIONAL,>Y19,"MAYORES DE 19 AÑOS, PUERPERAS, MEF"
PAN,Panama,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1,ADULTS,Adults,NATIONAL,>Y60,"2 DOSIS Y 1 REFUERZO A  NIÑOS, < 2 AÑOS, 1 DOSIS A > 60 AÑOS, 1 DOSIS A PTES CON ENF CRONICA INDEPENDIENTE LA EDAD."
PAN,Panama,AMRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1,ADULTS,Adults,NATIONAL,Y60,"ADICIONAL PACIENTES CON ENF, CRONICA INDEPENDIENTE DE LA EDAD."
PAN,Panama,AMRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,NIÑOS A PARTIR DE LOS 6 AÑOS Y ADULTOS ETC DOS DOSIS Y UN REF
PAN,Panama,AMRO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6,B_ADO_W,General/routine,NATIONAL,Y10,niños y niñas 10 años
PER,Peru,AMRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1,ADULTS,Adults,NATIONAL,>Y60,Adultos mayores de 60 años a más
PHL,Philippines,WPRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,SUBNATIONAL,Y9-Y14,females; grade 4
PHL,Philippines,WPRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,SUBNATIONAL,+M6,females; grade 4
PHL,Philippines,WPRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1,ADULTS,Adults,NATIONAL,Y60,Indigent elderly
PHL,Philippines,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,all pregnant women in 1st trimester
PHL,Philippines,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,all pregnant women in 1st trimester
PLW,Palau,WPRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,1st contact,Females upon 1st contact
PLW,Palau,WPRO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,Females upon 1st contact
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,1st contact,Both adults and pregnant women
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,+M1,Both adults and pregnant women
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,+M6,Both adults and pregnant women
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y1,Both adults and pregnant women
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y1,Both adults and pregnant women
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,B_ADO_W,General/routine,NATIONAL,Y13,"Y7 dose is school vaccination entry, Y13 is school vaccination at exit"
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,B_CHILD_W,General/routine,NATIONAL,Y7,"Y7 dose is school vaccination entry, Y13 is school vaccination at exit"
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,PW,Pregnant women,NATIONAL,+M1,Both adults and pregnant women
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,PW,Pregnant women,NATIONAL,+M6,Both adults and pregnant women
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,PW,Pregnant women,NATIONAL,+Y1,Both adults and pregnant women
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,PW,Pregnant women,NATIONAL,+Y1,Both adults and pregnant women
PNG,Papua New Guinea,WPRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,PW,Pregnant women,NATIONAL,1st contact,Both adults and pregnant women
POL,Poland,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons >75 years
POL,Poland,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,Y19,Routinely at Y19 and free of charge (mandatory) post-exposure prophylaxis at a later age
POL,Poland,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",5,B_CHILD_W,General/routine,NATIONAL,Y6,1st and 2nd booster doses
POL,Poland,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6,B_ADO_W,General/routine,NATIONAL,Y14,1st and 2nd booster doses
PRT,Portugal,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1,ADULTS,Adults,NATIONAL,Y25,Adults
PRT,Portugal,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2,ADULTS,Adults,NATIONAL,Y45,Adults
PRT,Portugal,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3,ADULTS,Adults,NATIONAL,Y65,Adults
PRT,Portugal,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4,ADULTS,Adults,NATIONAL,+Y10,Adults
PRT,Portugal,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5,ADULTS,Adults,NATIONAL,+Y10,Adults
PRY,Paraguay,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y9-Y14,Niñas de 9 a 14 años de edad.
PRY,Paraguay,AMRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,NATIONAL,+M6,Niñas de 9 a 14 años de edad.
PRY,Paraguay,AMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons >=60 years
PRY,Paraguay,AMRO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1,ADULTS,Adults,NATIONAL,>=Y60,"La vacuna neumococica polisacarida 23 valente se administra a toda persona de igual o mayor edad a 60 años, adicionalmente a personas de alto riesgo de padecer enfermedad invasiva por Streptococcus pneumoniae. La vacuna 23 valente está indicada para los niños a partir de los dos años de edad y en adultos que integran los grupos de alto riesgo de padecer enfermedad invasiva por Streptococcus pneumoniae, dictados a continuación: anemia drepanocítica, cardiopatia congénita, enfermedades pulmonares crónicas, diabetes mellitus, hepatopatía crónica, fistula de LCR, asplenia funcional o anatómica, implante coclear, 60 años o mayor, infección por VIH, leucemias, neoplasias, falla renal crónica, sindrome nefrótico, tabaquismo."
PSE,"occupied Palestinian territory, including east Jerusalem",EMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons
QAT,Qatar,EMRO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons >65 years
ROU,Romania,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1,FEMALE,HPV for females only,NATIONAL,Y11-Y18,11-18 y girls on request
ROU,Romania,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1,ADULTS,Adults,NATIONAL,>Y18,and older persons >65 years old
RUS,Russian Federation,EURO,2023,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,"? ???????????? ? ???????????? ?????????? ???????????????? ???????? ?????????? ????????? ???? ????????? ?????????? ??????? ?? 3-? ??? ???????, ???????? ? ?????????? ? 1.5 ???: ???????????? ???????? ?????????? ? ???????? 18 ???????"
RUS,Russian Federation,EURO,2023,DTWP,DTwP (Whole cell) vaccine,4,B_2YL_W,General/routine,NATIONAL,M18,???????? ????-???????? ???????? ? ???????? ?? 3 ??????? ?? ?????????? ???????? 3 ???? 11 ??? 29 ????.???? ? ?????????????????? ? ?????????? ????-??????? ????? ???? ??????? ???-???????????.
RUS,Russian Federation,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1,FEMALE,HPV for females only,SUBNATIONAL,Y12-Y14,"12-14 ??? ???????; ????????????? ???? ?????????? ??????? ?? 3 ??? ? ?????????? ?? ????? (0-2-6 ???): ?????? ???? – ? ??????????? ????; ?????? ???? – ????? 2 ??? ????? ??????; ?????? ???? – ????? 6 ??? ????? ??????. ?????? ??? ???????? ?? ??????? ? ???????????? ????????? ???????????????? ????????, ??????? ????? ?????????? ?? ???????? ???????????? ???????? ??? ??????????????? ??????????."
RUS,Russian Federation,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2,FEMALE,HPV for females only,SUBNATIONAL,+M2,"12-14 ??? ???????; ????????????? ???? ?????????? ??????? ?? 3 ??? ? ?????????? ?? ????? (0-2-6 ???): ?????? ???? – ? ??????????? ????; ?????? ???? – ????? 2 ??? ????? ??????; ?????? ???? – ????? 6 ??? ????? ??????. ?????? ??? ???????? ?? ??????? ? ???????????? ????????? ???????????????? ????????, ??????? ????? ?????????? ?? ???????? ???????????? ???????? ??? ??????????????? ??????????."
RUS,Russian Federation,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,3,FEMALE,HPV for females only,SUBNATIONAL,+M6,"12-14 ??? ???????; ????????????? ???? ?????????? ??????? ?? 3 ??? ? ?????????? ?? ????? (0-2-6 ???): ?????? ???? – ? ??????????? ????; ?????? ???? – ????? 2 ??? ????? ??????; ?????? ???? – ????? 6 ??? ????? ??????. ?????? ??? ???????? ?? ??????? ? ???????????? ????????? ???????????????? ????????, ??????? ????? ?????????? ?? ???????? ???????????? ???????? ??? ??????????????? ??????????."
